attendance_percentage,assignment_marks,previous_sem_sgpa,cgpa,backlogs,ia1,ia2,avg_ia,pass_probability,risk_level
78.9,9.4,7.96,8.13,1,50.0,50.0,50.0,87.09,Low
61.8,6.5,6.53,6.7,2,41.0,47.2,44.1,76.72,Low
46.4,6.7,4.87,5.05,1,34.2,40.4,37.3,63.06,Medium
74.5,4.9,6.45,6.62,0,30.1,36.3,33.2,79.81,Low
64.2,7.6,6.84,7.02,2,30.4,36.6,33.5,74.5,Medium
83.6,5.5,5.58,5.75,2,21.5,27.7,24.6,66.02,Medium
98.6,8.2,9.59,9.77,0,50.0,50.0,50.0,96.8,Low
57.1,6.4,7.05,7.23,0,36.6,42.8,39.7,72.33,Medium
76.1,8.3,5.7,5.88,0,40.9,47.1,44.0,80.11,Low
38.7,3.5,3.0,3.18,4,14.7,20.9,17.8,36.21,High
60.1,7.4,3.9,4.07,1,25.4,31.6,28.5,57.3,Medium
75.4,5.3,5.98,6.15,0,33.0,39.1,36.0,75.79,Low
49.8,7.1,4.45,4.62,4,34.4,40.6,37.5,54.38,High
90.2,8.2,8.84,9.01,2,35.5,41.6,38.5,89.17,Low
63.5,6.8,8.02,8.19,2,37.8,43.9,40.8,72.51,Medium
77.0,9.3,7.75,7.93,0,44.8,50.0,47.4,91.55,Low
66.4,7.8,6.65,6.83,1,27.1,33.3,30.2,73.65,Medium
82.0,7.2,8.78,8.96,0,19.7,25.9,22.8,86.8,Low
68.9,5.6,7.02,7.19,0,32.3,38.5,35.4,78.62,Low
54.6,8.0,6.48,6.65,1,44.2,50.0,47.1,73.78,Medium
81.7,10.0,9.58,9.76,0,50.0,50.0,50.0,96.86,Low
45.2,2.0,3.24,3.42,1,16.8,23.0,19.9,50.52,High
33.1,0.8,4.92,5.1,1,30.7,36.9,33.8,49.41,High
52.3,6.6,5.4,5.57,2,29.1,35.3,32.2,63.34,Medium
65.5,6.4,6.14,6.32,1,40.8,47.0,43.9,71.13,Medium
65.0,7.8,6.73,6.91,0,36.7,42.9,39.8,70.74,Medium
90.3,8.4,7.7,7.87,1,34.4,40.6,37.5,80.09,Low
57.5,5.5,4.88,5.06,0,26.0,32.2,29.1,64.07,Medium
99.0,8.2,8.11,8.29,0,28.2,34.4,31.3,90.59,Low
86.0,8.4,7.73,7.91,0,50.0,50.0,50.0,91.37,Low
85.4,9.2,8.08,8.26,1,31.1,37.3,34.2,88.49,Low
86.9,8.5,7.98,8.15,1,36.6,42.8,39.7,86.78,Low
81.2,5.5,7.62,7.8,2,28.1,34.2,31.1,71.36,Medium
65.6,4.2,4.4,4.58,1,27.8,34.0,30.9,61.52,Medium
86.1,8.2,8.1,8.28,0,50.0,50.0,50.0,91.6,Low
73.4,5.4,5.91,6.08,0,49.6,50.0,49.8,74.63,Medium
65.7,4.6,6.42,6.6,0,22.4,28.6,25.5,69.57,Medium
100.0,10.0,10.0,10.0,0,44.0,50.0,47.0,99.5,Low
20.0,3.6,3.47,3.65,4,5.9,12.1,9.0,28.13,High
43.9,3.9,4.27,4.45,0,28.9,35.0,32.0,55.54,Medium
48.0,5.2,7.66,7.84,1,25.9,32.1,29.0,72.51,Medium
65.8,6.4,5.36,5.53,1,26.5,32.6,29.5,70.07,Medium
59.4,7.2,7.42,7.59,1,32.3,38.5,35.4,74.55,Medium
45.5,5.1,3.0,3.18,3,17.8,24.0,20.9,42.88,High
49.6,1.5,4.91,5.08,2,36.9,43.1,40.0,49.67,High
37.5,5.0,4.12,4.3,2,30.5,36.7,33.6,57.18,Medium
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
87.6,9.3,9.91,10.0,0,30.6,36.8,33.7,96.46,Low
43.7,6.2,5.82,6.0,1,30.0,36.2,33.1,54.41,High
63.2,7.2,7.16,7.34,1,45.5,50.0,47.7,78.01,Low
53.3,5.0,4.34,4.51,3,33.5,39.7,36.6,53.78,High
40.8,5.7,3.85,4.03,1,5.0,11.2,8.1,48.39,High
71.7,8.2,7.34,7.52,1,30.8,37.0,33.9,75.66,Low
31.7,4.9,3.77,3.94,3,17.1,23.3,20.2,40.91,High
52.9,6.4,5.98,6.16,1,45.3,50.0,47.6,72.26,Medium
60.5,0.1,4.13,4.3,4,22.1,28.3,25.2,40.6,High
44.6,5.0,6.07,6.25,2,22.1,28.3,25.2,55.23,Medium
76.6,5.2,8.33,8.51,4,35.5,41.7,38.6,73.35,Medium
67.4,7.7,7.23,7.4,1,18.9,25.0,22.0,76.13,Low
75.9,7.7,7.22,7.4,1,30.0,36.1,33.0,79.85,Low
39.2,5.5,3.77,3.95,2,23.0,29.2,26.1,52.29,High
88.1,10.0,8.55,8.73,0,47.2,50.0,48.6,95.06,Low
55.8,5.4,5.17,5.35,1,13.6,19.8,16.7,62.02,Medium
74.3,10.0,7.63,7.81,0,36.7,42.9,39.8,79.29,Low
57.3,7.1,6.7,6.87,0,41.0,47.2,44.1,82.93,Low
47.3,2.6,4.96,5.13,2,12.1,18.3,15.2,55.3,Medium
50.5,5.5,5.76,5.93,0,32.9,39.1,36.0,67.88,Medium
78.5,6.9,6.73,6.9,0,37.6,43.7,40.7,82.61,Low
100.0,8.7,8.23,8.41,0,50.0,50.0,50.0,95.25,Low
79.1,5.2,3.84,4.01,1,31.2,37.4,34.3,62.27,Medium
100.0,9.0,8.86,9.04,0,45.8,50.0,47.9,95.23,Low
84.3,8.3,7.48,7.65,0,48.5,50.0,49.3,88.03,Low
44.2,5.7,7.45,7.62,1,22.5,28.7,25.6,67.41,Medium
67.5,9.2,7.68,7.85,0,38.8,45.0,41.9,85.14,Low
100.0,10.0,9.58,9.76,0,47.2,50.0,48.6,99.5,Low
93.4,10.0,10.0,10.0,0,49.7,50.0,49.8,99.5,Low
40.1,4.2,4.18,4.35,1,29.5,35.7,32.6,47.94,High
50.6,6.9,4.86,5.04,4,30.0,36.2,33.1,60.03,Medium
82.6,7.4,9.41,9.59,1,41.4,47.6,44.5,85.52,Low
37.7,3.1,4.62,4.8,1,26.0,32.1,29.1,49.65,High
45.0,2.9,4.17,4.34,1,33.2,39.4,36.3,54.73,High
50.8,6.0,5.06,5.24,2,24.0,30.2,27.1,58.31,Medium
67.7,9.2,6.48,6.65,0,38.6,44.8,41.7,74.24,Medium
58.4,5.8,6.68,6.86,2,31.8,38.0,34.9,64.11,Medium
62.2,5.0,5.97,6.15,0,28.0,34.2,31.1,62.57,Medium
54.2,5.4,4.37,4.54,0,16.9,23.0,19.9,59.07,Medium
54.1,6.4,6.27,6.45,0,37.8,44.0,40.9,75.82,Low
59.0,4.6,5.99,6.17,0,21.1,27.3,24.2,60.12,Medium
100.0,9.9,10.0,10.0,1,50.0,50.0,50.0,99.5,Low
70.3,5.4,7.58,7.75,0,32.2,38.4,35.3,80.54,Low
87.8,7.5,8.88,9.06,1,37.2,43.3,40.2,85.57,Low
66.4,7.6,7.94,8.11,0,38.3,44.5,41.4,75.3,Low
63.4,6.6,6.21,6.39,1,39.4,45.6,42.5,68.3,Medium
56.7,4.6,4.65,4.82,2,29.4,35.6,32.5,54.65,High
20.0,4.0,3.0,3.18,4,16.8,23.0,19.9,37.94,High
36.0,3.6,6.04,6.21,2,20.3,26.4,23.4,52.34,High
44.9,5.7,5.31,5.49,1,18.6,24.7,21.6,53.11,High
34.2,4.9,3.0,3.18,3,10.2,16.4,13.3,37.87,High
52.2,4.8,4.11,4.29,2,30.2,36.3,33.3,49.82,High
93.3,7.0,8.76,8.94,0,40.4,46.6,43.5,93.36,Low
67.7,9.9,7.83,8.0,1,44.0,50.0,47.0,80.91,Low
96.9,9.5,7.84,8.01,1,42.8,48.9,45.8,87.62,Low
84.3,7.0,5.73,5.9,0,37.6,43.8,40.7,79.02,Low
90.4,9.5,10.0,10.0,1,46.0,50.0,48.0,99.5,Low
51.7,6.3,5.55,5.73,0,26.5,32.7,29.6,72.4,Medium
90.8,9.5,8.1,8.28,1,36.4,42.5,39.5,84.32,Low
82.7,7.1,7.85,8.03,1,40.0,46.2,43.1,81.3,Low
64.5,6.3,6.24,6.41,0,35.4,41.5,38.4,74.92,Medium
80.3,6.1,6.39,6.56,2,34.1,40.3,37.2,76.14,Low
80.1,8.7,7.01,7.18,2,37.9,44.1,41.0,70.98,Medium
51.3,5.8,5.96,6.14,1,29.4,35.6,32.5,64.42,Medium
55.9,5.3,3.0,3.18,1,30.5,36.7,33.6,52.56,High
76.3,4.6,4.51,4.69,3,23.2,29.4,26.3,49.91,High
65.7,6.6,6.62,6.8,1,47.4,50.0,48.7,71.37,Medium
74.3,6.1,7.08,7.26,0,35.7,41.9,38.8,76.47,Low
50.1,6.6,4.96,5.13,1,25.6,31.8,28.7,60.07,Medium
63.6,8.9,5.95,6.12,2,33.0,39.2,36.1,73.03,Medium
93.1,7.0,6.13,6.31,3,29.6,35.8,32.7,72.67,Medium
71.8,8.6,7.98,8.16,1,32.0,38.2,35.1,83.81,Low
89.6,10.0,9.17,9.34,0,43.5,49.7,46.6,96.87,Low
73.8,9.0,7.73,7.91,1,50.0,50.0,50.0,82.82,Low
43.4,3.0,5.15,5.33,3,25.3,31.4,28.3,49.1,High
79.5,7.8,9.4,9.57,1,44.9,50.0,47.5,92.9,Low
65.3,4.8,5.48,5.66,2,38.1,44.3,41.2,68.51,Medium
100.0,5.6,6.64,6.81,0,50.0,50.0,50.0,85.42,Low
65.5,8.9,7.53,7.71,2,43.4,49.5,46.5,75.66,Low
44.3,6.6,4.99,5.17,1,24.5,30.7,27.6,59.5,Medium
46.3,3.7,3.78,3.96,1,15.2,21.3,18.3,49.62,High
57.8,3.4,5.78,5.96,0,45.2,50.0,47.6,73.72,Medium
54.5,1.6,3.8,3.98,1,22.4,28.6,25.5,47.41,High
81.6,8.4,9.48,9.66,1,40.3,46.5,43.4,88.37,Low
87.5,10.0,9.86,10.0,0,50.0,50.0,50.0,99.5,Low
52.7,4.5,6.46,6.64,2,34.3,40.5,37.4,62.35,Medium
80.7,8.5,7.61,7.79,1,32.6,38.7,35.7,79.78,Low
53.4,4.9,5.92,6.1,1,29.4,35.6,32.5,67.74,Medium
52.3,5.8,4.13,4.3,0,35.1,41.3,38.2,57.19,Medium
79.2,9.8,7.83,8.01,1,32.5,38.6,35.6,90.5,Low
54.6,6.3,6.53,6.71,1,33.8,39.9,36.8,66.73,Medium
100.0,8.8,10.0,10.0,0,41.0,47.2,44.1,99.5,Low
41.9,8.0,5.52,5.7,1,23.0,29.2,26.1,60.44,Medium
80.5,8.6,8.74,8.91,2,38.6,44.7,41.6,85.89,Low
77.2,8.5,7.17,7.34,1,38.2,44.3,41.3,79.77,Low
84.6,7.2,9.19,9.37,0,38.5,44.7,41.6,93.69,Low
66.3,8.0,5.92,6.1,2,25.7,31.8,28.8,65.37,Medium
66.5,7.1,7.46,7.64,0,33.9,40.1,37.0,76.53,Low
77.7,7.2,5.07,5.25,1,25.0,31.2,28.1,73.84,Medium
63.0,5.6,3.93,4.1,1,29.9,36.1,33.0,59.55,Medium
83.7,7.2,5.87,6.05,0,47.5,50.0,48.8,78.48,Low
88.3,7.9,8.61,8.79,0,39.0,45.2,42.1,85.28,Low
85.6,7.2,8.42,8.59,2,37.6,43.8,40.7,89.58,Low
89.7,10.0,10.0,10.0,0,49.7,50.0,49.8,98.55,Low
79.2,9.0,8.65,8.83,1,32.1,38.3,35.2,92.37,Low
65.8,4.1,5.66,5.83,2,34.6,40.8,37.7,65.04,Medium
79.8,5.1,7.33,7.5,0,50.0,50.0,50.0,83.47,Low
68.3,3.3,7.04,7.22,1,27.8,34.0,30.9,69.16,Medium
59.0,7.7,8.36,8.54,2,33.4,39.5,36.5,83.5,Low
48.7,4.2,6.49,6.67,2,34.1,40.3,37.2,54.86,High
100.0,10.0,9.85,10.0,1,50.0,50.0,50.0,99.5,Low
73.5,7.6,8.62,8.8,1,43.9,50.0,47.0,84.85,Low
45.4,6.3,6.2,6.37,1,17.1,23.2,20.1,59.48,Medium
92.0,9.4,8.48,8.65,0,48.1,50.0,49.0,95.51,Low
20.0,3.3,3.0,3.18,2,33.6,39.7,36.6,40.94,High
24.3,0.0,3.0,3.18,3,21.2,27.4,24.3,33.23,High
95.0,7.7,8.0,8.17,0,32.7,38.9,35.8,87.55,Low
87.3,7.5,5.9,6.07,1,36.5,42.7,39.6,72.19,Medium
60.1,9.5,8.15,8.32,2,27.2,33.3,30.3,76.75,Low
42.2,6.9,5.03,5.21,1,31.4,37.5,34.4,63.01,Medium
68.0,4.9,8.05,8.22,1,27.1,33.3,30.2,71.84,Medium
100.0,9.7,8.74,8.92,0,50.0,50.0,50.0,99.5,Low
77.1,6.0,9.91,10.0,0,35.0,41.2,38.1,93.43,Low
66.1,9.2,5.67,5.85,0,31.6,37.8,34.7,76.76,Low
76.0,7.5,4.98,5.15,1,40.7,46.9,43.8,74.99,Medium
57.5,6.6,5.57,5.75,2,31.4,37.6,34.5,63.49,Medium
39.0,3.4,4.36,4.53,2,12.0,18.2,15.1,48.52,High
57.6,9.2,7.44,7.62,0,28.2,34.4,31.3,82.47,Low
80.7,9.9,8.02,8.19,0,28.1,34.3,31.2,88.3,Low
24.6,5.7,3.41,3.58,1,11.8,18.0,14.9,40.8,High
46.2,6.3,4.44,4.61,0,29.2,35.3,32.3,60.17,Medium
56.7,4.3,5.85,6.03,0,31.0,37.2,34.1,68.17,Medium
51.1,6.2,5.88,6.05,1,21.9,28.1,25.0,64.77,Medium
65.7,8.0,8.11,8.28,1,45.4,50.0,47.7,82.55,Low
25.1,3.0,3.61,3.79,2,11.3,17.4,14.4,35.78,High
76.2,7.4,5.47,5.64,1,37.6,43.7,40.6,78.3,Low
83.8,9.7,6.96,7.14,0,32.9,39.0,35.9,79.88,Low
73.6,8.7,6.79,6.97,2,38.8,45.0,41.9,73.21,Medium
20.0,1.5,3.0,3.18,1,27.6,33.8,30.7,35.57,High
42.7,4.7,4.6,4.78,4,13.2,19.4,16.3,40.18,High
90.6,9.4,7.9,8.08,2,42.1,48.2,45.1,90.81,Low
20.0,2.8,3.0,3.18,1,19.2,25.4,22.3,43.49,High
66.1,5.5,6.62,6.8,0,20.9,27.1,24.0,69.05,Medium
50.6,7.4,5.25,5.42,3,27.9,34.1,31.0,59.76,Medium
78.6,8.8,7.6,7.77,0,49.4,50.0,49.7,87.95,Low
51.3,6.4,5.81,5.99,2,28.8,35.0,31.9,57.48,Medium
72.4,9.9,6.28,6.46,1,41.3,47.5,44.4,86.85,Low
89.1,7.1,7.64,7.82,1,50.0,50.0,50.0,91.23,Low
91.9,9.8,7.65,7.82,0,50.0,50.0,50.0,93.93,Low
63.9,4.7,5.04,5.22,2,31.8,38.0,34.9,57.87,Medium
76.2,7.2,7.15,7.33,1,33.5,39.7,36.6,76.53,Low
58.4,2.2,6.41,6.59,3,14.9,21.1,18.0,51.22,High
85.2,9.9,7.2,7.38,2,50.0,50.0,50.0,85.13,Low
64.7,6.1,4.39,4.56,1,17.9,24.1,21.0,59.39,Medium
70.8,5.5,6.04,6.22,2,27.5,33.6,30.6,64.43,Medium
67.0,6.6,8.35,8.53,1,34.5,40.7,37.6,74.0,Medium
39.3,5.2,4.33,4.5,2,17.2,23.4,20.3,55.76,Medium
68.6,5.6,7.82,8.0,1,37.9,44.1,41.0,78.24,Low
81.9,8.7,8.14,8.32,1,50.0,50.0,50.0,89.99,Low
81.5,8.3,6.84,7.01,1,35.6,41.8,38.7,77.98,Low
43.3,1.6,4.17,4.35,4,17.4,23.6,20.5,34.19,High
68.2,7.5,6.0,6.17,0,40.1,46.2,43.1,75.89,Low
69.4,5.7,8.71,8.89,0,42.0,48.2,45.1,83.52,Low
26.4,3.4,3.0,3.18,1,28.1,34.3,31.2,46.69,High
71.2,3.3,5.77,5.95,5,26.0,32.2,29.1,57.72,Medium
81.1,10.0,8.33,8.5,0,39.7,45.9,42.8,93.17,Low
64.8,5.6,7.07,7.24,0,23.8,30.0,26.9,75.19,Low
89.3,5.2,6.02,6.2,0,26.2,32.3,29.3,80.37,Low
100.0,10.0,9.08,9.26,0,37.0,43.1,40.0,98.22,Low
81.7,7.0,8.68,8.85,1,40.6,46.8,43.7,90.06,Low
77.8,5.8,7.73,7.91,1,30.1,36.2,33.1,78.76,Low
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,96.35,Low
62.7,3.6,5.64,5.82,1,32.4,38.6,35.5,63.51,Medium
40.6,4.0,5.42,5.59,2,25.5,31.7,28.6,50.71,High
74.4,6.7,6.29,6.47,0,31.7,37.9,34.8,75.88,Low
78.4,8.7,7.64,7.81,1,42.1,48.3,45.2,81.36,Low
77.6,7.7,6.24,6.41,2,23.9,30.1,27.0,71.64,Medium
51.3,6.6,5.33,5.51,1,18.3,24.5,21.4,62.66,Medium
83.9,10.0,9.91,10.0,0,50.0,50.0,50.0,99.5,Low
72.6,4.0,7.05,7.22,1,39.3,45.4,42.4,79.72,Low
82.9,6.1,6.04,6.21,2,26.1,32.3,29.2,63.01,Medium
92.2,10.0,8.17,8.34,0,46.3,50.0,48.1,90.1,Low
58.0,8.3,6.36,6.53,0,33.1,39.3,36.2,84.01,Low
69.6,7.0,8.08,8.26,1,34.5,40.7,37.6,82.75,Low
70.1,6.1,6.9,7.08,1,33.1,39.2,36.2,74.29,Medium
32.5,3.9,5.58,5.75,1,37.5,43.7,40.6,58.57,Medium
70.5,10.0,6.36,6.54,0,32.9,39.1,36.0,78.5,Low
100.0,8.1,10.0,10.0,0,50.0,50.0,50.0,93.91,Low
57.2,6.0,8.23,8.41,0,36.6,42.8,39.7,75.9,Low
50.1,7.5,5.7,5.88,0,36.5,42.6,39.5,69.14,Medium
59.5,5.3,4.84,5.02,1,34.8,41.0,37.9,60.69,Medium
56.9,4.4,4.33,4.5,1,38.5,44.7,41.6,58.81,Medium
67.6,8.5,5.81,5.99,1,26.0,32.1,29.0,78.58,Low
49.4,6.8,6.63,6.81,0,38.3,44.5,41.4,71.62,Medium
90.7,7.8,7.39,7.56,1,50.0,50.0,50.0,87.68,Low
26.7,2.2,3.94,4.12,2,17.5,23.6,20.5,41.27,High
99.1,10.0,6.94,7.11,0,41.6,47.8,44.7,92.46,Low
44.4,6.1,5.94,6.12,2,27.1,33.3,30.2,57.94,Medium
63.5,9.4,6.41,6.58,1,34.8,41.0,37.9,79.02,Low
53.0,6.1,4.81,4.99,2,36.4,42.6,39.5,62.16,Medium
100.0,8.3,8.61,8.78,0,38.3,44.4,41.4,89.06,Low
92.3,8.2,7.85,8.02,0,38.0,44.2,41.1,88.37,Low
89.9,10.0,7.84,8.01,1,50.0,50.0,50.0,90.15,Low
42.4,6.3,3.38,3.56,0,25.5,31.7,28.6,53.63,High
71.8,5.6,7.03,7.2,3,50.0,50.0,50.0,75.17,Low
70.0,8.3,8.46,8.64,0,34.3,40.5,37.4,86.71,Low
28.6,3.9,3.75,3.92,2,21.2,27.4,24.3,45.18,High
54.8,5.3,4.78,4.95,1,29.2,35.3,32.3,61.18,Medium
78.2,7.8,6.86,7.03,0,38.1,44.3,41.2,81.64,Low
66.2,5.9,8.57,8.74,1,26.3,32.5,29.4,68.6,Medium
74.2,6.4,6.42,6.59,1,40.3,46.5,43.4,78.21,Low
59.9,6.2,8.64,8.82,1,38.7,44.9,41.8,80.96,Low
96.0,8.6,8.53,8.71,0,46.1,50.0,48.1,91.38,Low
84.0,8.8,9.34,9.51,1,41.7,47.9,44.8,92.57,Low
33.3,0.5,3.0,3.18,1,5.0,11.2,8.1,37.21,High
65.8,8.5,6.67,6.84,1,36.4,42.6,39.5,79.64,Low
77.6,7.2,5.28,5.46,4,24.4,30.6,27.5,62.62,Medium
30.7,6.3,3.0,3.18,2,22.7,28.9,25.8,45.69,High
70.2,6.7,8.01,8.19,3,49.3,50.0,49.7,81.13,Low
79.4,8.2,8.2,8.37,0,50.0,50.0,50.0,88.64,Low
45.4,7.4,5.83,6.01,1,14.2,20.4,17.3,60.72,Medium
71.1,6.6,6.98,7.16,1,33.1,39.3,36.2,72.44,Medium
45.2,5.0,5.37,5.55,0,29.2,35.3,32.3,65.73,Medium
44.4,6.7,4.41,4.59,0,27.8,34.0,30.9,54.14,High
79.0,7.6,8.76,8.94,1,36.8,42.9,39.9,88.16,Low
35.4,6.9,5.09,5.27,3,32.1,38.3,35.2,54.53,High
65.3,8.4,7.79,7.96,0,37.9,44.0,40.9,85.63,Low
42.5,5.4,3.7,3.88,1,31.5,37.7,34.6,51.28,High
83.7,10.0,10.0,10.0,0,48.1,50.0,49.0,99.09,Low
64.6,9.6,7.38,7.56,1,47.3,50.0,48.6,82.38,Low
82.8,6.3,5.65,5.83,0,23.6,29.8,26.7,73.23,Medium
71.4,6.6,7.94,8.12,1,31.7,37.9,34.8,74.04,Medium
47.2,7.4,3.48,3.65,0,27.1,33.2,30.2,59.91,Medium
94.5,6.7,9.78,9.96,0,50.0,50.0,50.0,90.8,Low
69.1,4.3,6.15,6.32,4,24.5,30.7,27.6,56.07,Medium
49.3,7.2,6.16,6.34,1,32.4,38.6,35.5,61.55,Medium
57.3,8.2,6.38,6.56,2,20.1,26.3,23.2,67.5,Medium
41.9,6.1,5.74,5.92,2,27.8,34.0,30.9,59.88,Medium
100.0,9.4,6.49,6.66,2,45.8,50.0,47.9,86.09,Low
56.4,4.4,6.28,6.46,0,33.1,39.3,36.2,73.57,Medium
68.6,7.2,8.86,9.04,1,37.8,44.0,40.9,81.94,Low
57.4,4.2,6.86,7.04,1,26.0,32.2,29.1,67.88,Medium
61.8,8.8,6.16,6.33,1,33.8,40.0,36.9,72.51,Medium
74.4,3.9,6.4,6.58,0,42.7,48.9,45.8,75.34,Low
100.0,8.8,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
36.6,4.9,3.35,3.52,3,13.7,19.8,16.7,47.45,High
76.2,10.0,7.91,8.09,1,42.5,48.7,45.6,84.82,Low
68.9,8.9,10.0,10.0,1,34.4,40.6,37.5,90.75,Low
51.1,6.1,3.58,3.76,1,19.7,25.8,22.7,53.88,High
100.0,10.0,9.84,10.0,0,50.0,50.0,50.0,99.5,Low
78.4,8.2,8.6,8.78,1,41.5,47.6,44.6,87.68,Low
86.7,6.9,9.87,10.0,0,50.0,50.0,50.0,94.74,Low
72.4,7.6,7.35,7.52,0,33.6,39.8,36.7,67.53,Medium
67.5,7.3,5.67,5.85,3,31.9,38.1,35.0,70.09,Medium
61.3,7.7,7.82,8.0,1,36.7,42.9,39.8,75.35,Low
63.6,7.9,6.24,6.42,1,18.6,24.8,21.7,66.28,Medium
98.5,7.5,9.42,9.6,0,47.3,50.0,48.7,96.76,Low
71.2,8.1,7.55,7.72,2,35.2,41.4,38.3,74.01,Medium
61.4,5.2,4.46,4.63,0,36.7,42.8,39.7,65.99,Medium
89.9,7.5,8.83,9.01,0,47.8,50.0,48.9,93.23,Low
69.4,8.0,7.9,8.08,1,33.9,40.1,37.0,76.94,Low
64.8,6.9,8.54,8.71,0,48.3,50.0,49.1,86.22,Low
73.1,9.3,6.41,6.59,0,38.5,44.7,41.6,80.35,Low
52.8,4.4,6.64,6.82,2,25.4,31.5,28.5,64.72,Medium
59.8,3.8,4.85,5.03,1,27.5,33.7,30.6,54.44,High
56.8,4.9,6.36,6.53,1,25.2,31.4,28.3,61.54,Medium
51.2,6.3,3.98,4.16,2,30.9,37.0,34.0,58.11,Medium
76.0,8.7,8.33,8.5,1,38.4,44.6,41.5,82.62,Low
68.7,4.4,7.11,7.29,1,34.7,40.9,37.8,69.22,Medium
72.5,7.9,5.94,6.11,1,36.6,42.7,39.7,71.89,Medium
22.5,3.7,3.0,3.18,4,16.5,22.7,19.6,32.26,High
47.5,3.0,5.39,5.57,1,28.9,35.1,32.0,57.3,Medium
100.0,5.2,9.13,9.31,0,50.0,50.0,50.0,93.7,Low
57.9,5.6,3.61,3.78,1,32.6,38.8,35.7,54.33,High
71.1,9.0,6.53,6.7,2,38.2,44.4,41.3,77.83,Low
36.0,6.7,5.68,5.86,0,30.9,37.0,33.9,67.94,Medium
99.5,8.0,8.12,8.29,0,45.6,50.0,47.8,86.68,Low
77.9,9.0,7.35,7.53,1,33.0,39.2,36.1,75.03,Low
72.4,4.2,7.93,8.1,1,48.5,50.0,49.3,83.16,Low
100.0,10.0,10.0,10.0,1,50.0,50.0,50.0,99.5,Low
74.1,8.8,7.58,7.76,0,46.8,50.0,48.4,79.02,Low
62.2,7.9,5.77,5.94,4,28.2,34.4,31.3,63.79,Medium
57.5,7.6,7.66,7.84,2,39.2,45.4,42.3,80.33,Low
55.2,7.6,5.47,5.65,1,36.8,43.0,39.9,64.75,Medium
100.0,5.8,6.95,7.13,2,40.5,46.7,43.6,86.0,Low
65.5,7.8,5.72,5.9,2,30.9,37.0,33.9,66.52,Medium
57.2,6.8,7.22,7.4,2,33.0,39.1,36.1,71.12,Medium
93.2,7.0,9.08,9.25,0,46.3,50.0,48.2,91.63,Low
46.0,3.7,6.04,6.22,0,28.4,34.6,31.5,66.18,Medium
99.5,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
79.4,6.7,7.48,7.65,1,36.6,42.8,39.7,85.7,Low
92.1,8.0,9.01,9.18,1,46.5,50.0,48.3,97.61,Low
65.8,7.1,6.31,6.48,1,43.4,49.5,46.5,74.82,Medium
97.5,8.9,9.48,9.66,0,50.0,50.0,50.0,99.5,Low
69.1,5.5,5.58,5.76,0,34.6,40.8,37.7,75.37,Low
58.7,3.2,3.95,4.13,2,24.8,31.0,27.9,53.5,High
71.3,10.0,5.98,6.15,1,43.2,49.4,46.3,74.89,Medium
82.4,9.9,7.48,7.65,0,42.9,49.1,46.0,83.29,Low
60.6,6.4,5.75,5.93,1,25.7,31.9,28.8,60.05,Medium
36.2,4.2,3.0,3.18,2,27.8,34.0,30.9,41.68,High
34.4,5.0,3.5,3.67,3,23.5,29.6,26.6,48.31,High
37.6,2.8,3.55,3.72,0,40.0,46.2,43.1,55.99,Medium
27.6,4.2,3.38,3.55,1,29.2,35.4,32.3,45.01,High
54.2,5.1,8.51,8.69,3,39.9,46.1,43.0,71.23,Medium
89.3,8.6,8.47,8.65,0,45.3,50.0,47.7,91.97,Low
70.1,5.1,6.63,6.8,1,35.0,41.2,38.1,74.8,Medium
46.6,1.4,3.42,3.59,2,7.8,13.9,10.9,36.09,High
58.1,8.8,6.26,6.44,0,20.2,26.4,23.3,71.05,Medium
68.2,6.6,6.88,7.06,2,26.5,32.7,29.6,70.15,Medium
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
40.7,1.5,4.43,4.61,5,6.9,13.1,10.0,39.63,High
68.8,5.3,8.63,8.8,2,26.9,33.0,30.0,73.03,Medium
100.0,10.0,10.0,10.0,0,46.8,50.0,48.4,99.01,Low
78.9,7.8,6.59,6.77,0,36.3,42.5,39.4,83.02,Low
75.0,4.7,8.09,8.27,2,34.2,40.3,37.2,75.48,Low
66.4,7.3,6.28,6.46,1,32.6,38.8,35.7,73.08,Medium
59.9,7.9,7.76,7.94,0,48.9,50.0,49.4,78.8,Low
73.2,9.9,6.88,7.06,1,45.2,50.0,47.6,85.28,Low
48.0,4.5,4.43,4.6,1,23.2,29.4,26.3,61.84,Medium
71.7,5.2,8.6,8.78,2,41.0,47.2,44.1,74.59,Medium
49.1,3.1,5.36,5.54,4,22.1,28.3,25.2,49.83,High
85.5,5.8,7.81,7.99,0,31.4,37.6,34.5,79.28,Low
62.0,8.1,7.87,8.05,0,30.1,36.3,33.2,88.37,Low
60.4,1.9,6.09,6.26,4,35.8,42.0,38.9,61.29,Medium
57.3,6.1,6.92,7.09,1,30.9,37.0,34.0,70.81,Medium
54.4,7.7,5.29,5.46,1,21.0,27.2,24.1,57.75,Medium
42.9,5.0,5.71,5.89,2,24.6,30.8,27.7,52.79,High
